feature,count0@False,count1@False,count0@True,count1@True
fmiom,7123,1,2298,0
fmilp,7123,1,2298,0
fmea,7123,1,2298,0
forwalksat,7123,1,2298,0
forwarded,7123,1,2298,0
forwards,7123,1,2298,0
fossil,7123,1,2298,0
fprop,7123,1,2298,0
fpr,7123,1,2298,0
fpm,7123,1,2298,0
fpl,7123,1,2298,0
fpgas,7123,1,2298,0
fpcs,7123,1,2298,0
fpc,7123,1,2297,1
fpakm,7123,1,2298,0
forreasoning,7123,1,2298,0
fp5,7123,1,2298,0
foveated,7123,1,2297,1
fove,7123,1,2298,0
forebrain,7123,1,2298,0
foursquare,7123,1,2298,0
fouille,7123,1,2298,0
fou,7123,1,2298,0
fostering,7123,1,2298,0
fostered,7123,1,2298,0
fp16,7123,1,2298,0
fmdam,7123,1,2298,0
gmo,7123,1,2298,0
gmsg,7123,1,2298,0
granule,7123,1,2298,0
granulation,7123,1,2298,0
granu,7123,1,2298,0
granting,7123,1,2298,0
granted,7123,1,2297,1
grandmasters,7123,1,2298,0
grandfather,7123,1,2298,0
grand,7123,1,2297,1
graphlab,7123,1,2298,0
git4voc,7123,1,2298,0
goodfellow,7123,1,2297,1
gomentum,7123,1,2298,0
gloss,7123,1,2298,0
glomerular,7123,1,2298,0
glocal,7123,1,2298,0
globerson,7123,1,2298,0
globalized,7123,1,2298,0
graphconnect,7123,1,2298,0
graphemes,7123,1,2298,0
graphial,7123,1,2298,0
graphicalization,7123,1,2298,0
grammaticalness,7123,1,2298,0
gran,7123,1,2298,0
grebinski,7123,1,2298,0
grc,7123,1,2298,0
grbp,7123,1,2298,0
grazhda,7123,1,2298,0
graves,7123,1,2296,2
grave,7123,1,2298,0
globalization,7123,1,2298,0
gratification,7123,1,2298,0
grassmannian,7123,1,2298,0
grassmann,7123,1,2298,0
grasslands,7123,1,2298,0
grasshopper,7123,1,2298,0
grasped,7123,1,2298,0
goodrelations,7123,1,2298,0
graphviz,7123,1,2298,0
graphing,7123,1,2298,0
grassmannians,7123,1,2298,0
gmos,7123,1,2298,0
globalist,7123,1,2298,0
glm,7123,1,2297,1
gomal,7123,1,2298,0
golovin,7123,1,2298,0
golomb,7123,1,2298,0
golfers,7123,1,2298,0
golfer,7123,1,2298,0
goldminers,7123,1,2298,0
goldfarb,7123,1,2298,0
goldberg,7123,1,2296,2
golay,7123,1,2298,0
gogh,7123,1,2298,0
goedelization,7123,1,2298,0
gnt,7123,1,2298,0
gnns,7123,1,2298,0
gonzalez,7123,1,2298,0
gnn,7123,1,2298,0
gncl,7123,1,2298,0
gmti,7123,1,2298,0
gls,7123,1,2298,0
glps,7123,1,2298,0
glp,7123,1,2298,0
glottal,7123,1,2298,0
glitches,7123,1,2298,0
glioblastomas,7123,1,2298,0
glimpses,7123,1,2298,0
gliders2012,7123,1,2298,0
gleu,7123,1,2297,1
gleaned,7123,1,2297,1
gld,7123,1,2298,0
glbop,7123,1,2298,0
globalised,7123,1,2298,0
glaucoma,7123,1,2298,0
gland,7123,1,2298,0
glad,7123,1,2298,0
gla,7123,1,2298,0
gl,7123,1,2298,0
gks,7123,1,2298,0
gizaa,7123,1,2298,0
givenness,7123,1,2298,0
givan,7123,1,2298,0
glass,7123,1,2297,1
fmd,7123,1,2298,0
fmadm,7123,1,2298,0
flushing,7123,1,2298,0
fuzz,7123,1,2298,0
galaxies,7123,1,2298,0
fts,7123,1,2298,0
ftp,7123,1,2298,0
ftb,7123,1,2298,0
freshnets,7123,1,2298,0
freshness,7123,1,2298,0
frequestist,7123,1,2298,0
frequencybased,7123,1,2298,0
freight,7123,1,2298,0
freeze,7123,1,2298,0
freehand,7123,1,2298,0
freamework,7123,1,2298,0
frbs,7123,1,2298,0
frb100,7123,1,2298,0
fraudsters,7123,1,2298,0
fraudster,7123,1,2298,0
fuzzier,7123,1,2298,0
fuzzily,7123,1,2298,0
fuzzing,7123,1,2298,0
fwht,7123,1,2298,0
galvanic,7123,1,2298,0
galton,7123,1,2298,0
gallo,7123,1,2298,0
galles,7123,1,2298,0
gall,7123,1,2298,0
galiweather,7123,1,2298,0
galician,7123,1,2298,0
galicia,7123,1,2298,0
frauds,7123,1,2298,0
ftsvr,7123,1,2298,0
gakco,7123,1,2298,0
gaits,7123,1,2295,3
gaes,7123,1,2298,0
gad,7123,1,2298,0
gabrilovich,7123,1,2298,0
gabe,7123,1,2298,0
g77,7123,1,2298,0
fwls,7123,1,2298,0
galaxy,7123,1,2298,0
gamble,7123,1,2298,0
fricatives,7123,1,2298,0
franko,7123,1,2298,0
fsn,7123,1,2298,0
fsmn,7123,1,2298,0
fsl,7123,1,2298,0
fsdh,7123,1,2298,0
fscmm,7123,1,2298,0
fsas,7123,1,2298,0
fsa,7123,1,2298,0
friendliness,7123,1,2297,1
frustration,7123,1,2298,0
fruits,7123,1,2298,0
fruition,7123,1,2298,0
frr,7123,1,2298,0
frpcag,7123,1,2298,0
frontal,7123,1,2298,0
fromwalmart,7123,1,2298,0
fromthe,7123,1,2298,0
frommoving,7123,1,2298,0
fss,7123,1,2298,0
fsss,7123,1,2298,0
fst,7123,1,2297,1
fstp,7123,1,2298,0
francophones,7123,1,2298,0
franca,7123,1,2298,0
fran,7123,1,2298,0
framings,7123,1,2298,0
framingham,7123,1,2298,0
frameworkcan,7123,1,2298,0
framewise,7123,1,2298,0
framerates,7123,1,2298,0
fraternity,7123,1,2298,0
framenets,7123,1,2298,0
fragility,7123,1,2298,0
fractionally,7123,1,2298,0
frantext,7123,1,2298,0
greece,7123,1,2298,0
fridge,7123,1,2298,0
friendship,7123,1,2298,0
ft,7123,1,2298,0
fsvqa,7123,1,2298,0
fraktur,7123,1,2298,0
gambler,7123,1,2298,0
gameable,7123,1,2298,0
gamergate,7123,1,2298,0
footrule,7123,1,2298,0
footing,7123,1,2298,0
footballer,7123,1,2298,0
foolproof,7123,1,2298,0
foodstuffs,7123,1,2298,0
foods,7123,1,2298,0
fooddist,7123,1,2298,0
fontsize,7123,1,2298,0
fong,7123,1,2298,0
fomdps,7123,1,2298,0
forceful,7123,1,2298,0
fomc,7123,1,2298,0
folpd,7123,1,2298,0
folksonomy,7123,1,2298,0
folksonomies,7123,1,2298,0
folksodriven,7123,1,2298,0
folklore,7123,1,2298,0
fop,7123,1,2298,0
for45,7123,1,2298,0
forallpizero,7123,1,2298,0
foci,7123,1,2298,0
flurry,7123,1,2298,0
fluorescence,7123,1,2298,0
fluids,7123,1,2298,0
fluently,7123,1,2298,0
fluctuated,7123,1,2298,0
flu,7123,1,2298,0
flstsvm,7123,1,2298,0
flourish,7123,1,2298,0
fole,7123,1,2298,0
flops,7123,1,2298,0
flocking,7123,1,2298,0
floc,7123,1,2298,0
floats,7123,1,2298,0
flnn,7123,1,2298,0
flmdp,7123,1,2298,0
fobos,7123,1,2298,0
fobp,7123,1,2298,0
focalization,7123,1,2298,0
flooding,7123,1,2298,0
foldiak,7123,1,2298,0
folder,7123,1,2298,0
folded,7123,1,2297,1
fundus,7123,1,2298,0
funds,7123,1,2297,1
fundmamental,7123,1,2298,0
funded,7123,1,2298,0
fundamentals,7123,1,2298,0
fulltext,7123,1,2298,0
fulfilments,7123,1,2298,0
fujisoft,7123,1,2298,0
funeral,7123,1,2298,0
fuels,7123,1,2298,0
fucntion,7123,1,2298,0
fu,7123,1,2298,0
ftvi,7123,1,2298,0
futher,7123,1,2298,0
futile,7123,1,2298,0
futrell,7123,1,2298,0
futural,7123,1,2298,0
gametheoretic,7123,1,2298,0
fueled,7123,1,2298,0
gricean,7123,1,2298,0
funhashnn,7123,1,2298,0
furhter,7123,1,2298,0
fof,7123,1,2298,0
foes,7123,1,2298,0
fodder,7123,1,2298,0
fodd,7123,1,2298,0
foltz,7123,1,2298,0
fql,7123,1,2298,0
fqrc,7123,1,2298,0
fraassen,7123,1,2298,0
funny,7123,1,2298,0
fusions,7123,1,2298,0
fuseki,7123,1,2298,0
furthest,7123,1,2298,0
furthers,7123,1,2298,0
furthering,7123,1,2298,0
furthered,7123,1,2298,0
furnished,7123,1,2298,0
furnish,7123,1,2298,0
furious,7123,1,2298,0
fuser,7123,1,2298,0
polani,7123,1,2298,0
vgg16,7123,1,2298,0
polarization,7123,1,2298,0
disseminated,7123,1,2298,0
calculat,7123,1,2298,0
backprop,7123,1,2296,2
dissecting,7123,1,2298,0
calais,7123,1,2298,0
backpropagates,7123,1,2298,0
backpage,7123,1,2298,0
b1,7123,1,2298,0
azure,7123,1,2298,0
azhary,7123,1,2298,0
awarded,7123,1,2298,0
awards,7123,1,2297,1
distributionunder,7123,1,2298,0
ddr,7123,1,2297,1
ddrqn,7123,1,2298,0
awdrat,7123,1,2298,0
distributives,7123,1,2298,0
disseminating,7123,1,2298,0
dissatisfied,7123,1,2298,0
backoff,7123,1,2298,0
debug,7123,1,2296,2
debut,7123,1,2298,0
cal500exp,7123,1,2298,0
debuggers,7123,1,2298,0
cal500,7123,1,2298,0
disregard,7123,1,2298,0
cagman,7123,1,2298,0
bacon,7123,1,2298,0
bacs,7123,1,2298,0
awe,7123,1,2298,0
dispute,7123,1,2297,1
disregards,7123,1,2298,0
b2,7123,1,2298,0
backpropagating,7123,1,2297,1
dissect,7123,1,2298,0
debruijn,7123,1,2298,0
backdoored,7123,1,2298,0
backgammon,7123,1,2298,0
debtor,7123,1,2298,0
caffegpi,7123,1,2298,0
calabria,7123,1,2298,0
ddse,7123,1,2298,0
distributedby,7123,1,2298,0
dda,7123,1,2298,0
canberra,7123,1,2298,0
canbe,7123,1,2298,0
distorded,7123,1,2298,0
calorie,7123,1,2298,0
distmult,7123,1,2298,0
distinuishability,7123,1,2298,0
axiomatizing,7123,1,2298,0
axiomization,7123,1,2298,0
distort,7123,1,2298,0
cally,7123,1,2297,1
deadlocks,7123,1,2298,0
distinctness,7123,1,2298,0
callins,7123,1,2298,0
calligraphy,7123,1,2298,0
ay,7123,1,2298,0
calligraphic,7123,1,2298,0
districts,7123,1,2298,0
avons,7123,1,2298,0
avletters,7123,1,2298,0
ddpf,7123,1,2298,0
canceller,7123,1,2298,0
awn,7123,1,2298,0
aws,7123,1,2298,0
awgn,7123,1,2298,0
cancellation,7123,1,2298,0
awaiting,7123,1,2298,0
avs,7123,1,2298,0
ddc,7123,1,2298,0
deaconess,7123,1,2298,0
dde,7123,1,2298,0
ddiextraction,7123,1,2298,0
averagingin,7123,1,2298,0
distrubtions,7123,1,2298,0
distributivity,7123,1,2298,0
averagingthe,7123,1,2298,0
avg,7123,1,2298,0
ddns,7123,1,2298,0
ddo,7123,1,2298,0
averagely,7123,1,2298,0
distinguishability,7123,1,2297,1
backtest,7123,1,2298,0
disruptive,7123,1,2298,0
capillar,7123,1,2298,0
dk,7123,1,2297,1
djia,7123,1,2298,0
dcc,7123,1,2297,1
dn,7123,1,2298,0
dlm,7123,1,2298,0
authorial,7123,1,2298,0
dbrsplash,7123,1,2298,0
dbs,7123,1,2298,0
dmql,7123,1,2298,0
dmns06,7123,1,2298,0
dml,7123,1,2298,0
capitalize,7123,1,2296,2
dlms,7123,1,2298,0
dmd,7123,1,2298,0
austria,7123,1,2298,0
dlstm,7123,1,2298,0
autocatalysis,7123,1,2298,0
autobiographical,7123,1,2298,0
dccae,7123,1,2298,0
dcb,7123,1,2298,0
dblp,7123,1,2297,1
documentaries,7123,1,2298,0
dblstm,7123,1,2298,0
capped,7123,1,2298,0
doctorow,7123,1,2298,0
august,7123,1,2298,0
auml,7123,1,2298,0
augmentations,7123,1,2298,0
authenticate,7123,1,2298,0
disturbed,7123,1,2298,0
dms,7123,1,2298,0
dla,7123,1,2298,0
capitalisation,7123,1,2298,0
authorised,7123,1,2298,0
authorized,7123,1,2298,0
dkt,7123,1,2298,0
dkpaom,7123,1,2298,0
dlja,7123,1,2298,0
austen,7123,1,2298,0
backpropogation,7123,1,2298,0
dlrs,7123,1,2298,0
authenticating,7123,1,2298,0
b2b,7123,1,2298,0
callbacks,7123,1,2298,0
distil,7123,1,2298,0
dean,7123,1,2298,0
distantly,7123,1,2293,5
dissipation,7123,1,2298,0
b3o,7123,1,2298,0
b_m,7123,1,2298,0
deanonymization,7123,1,2298,0
deanonymize,7123,1,2298,0
deanonymized,7123,1,2298,0
calibrating,7123,1,2295,3
calibrates,7123,1,2298,0
b_1,7123,1,2298,0
dissipating,7123,1,2298,0
bachjordan05a,7123,1,2298,0
backbones,7123,1,2297,1
caller,7123,1,2298,0
caliber,7123,1,2298,0
debatable,7123,1,2297,1
distancemeasures,7123,1,2298,0
capitalizations,7123,1,2298,0
disproof,7123,1,2298,0
avec2015,7123,1,2298,0
ddag,7123,1,2298,0
dissipative,7123,1,2298,0
debris,7123,1,2298,0
dissociate,7123,1,2298,0
dissociated,7123,1,2298,0
dlr,7123,1,2298,0
dissociation,7123,1,2298,0
bach,7123,1,2297,1
debias,7123,1,2297,1
calendar,7123,1,2298,0
babylonian,7123,1,2298,0
dissociations,7123,1,2298,0
dissolved,7123,1,2298,0
dist,7123,1,2298,0
babylon,7123,1,2298,0
debiasing,7123,1,2297,1
docnade,7123,1,2298,0
axi,7123,1,2298,0
cambodia,7123,1,2298,0
brent,7123,1,2298,0
biotac,7123,1,2298,0
biparameter,7123,1,2298,0
biparite,7123,1,2298,0
breeding,7123,1,2298,0
breathing,7123,1,2298,0
bipedal,7123,1,2297,1
birdsong,7123,1,2298,0
determiner,7123,1,2298,0
birnn,7123,1,2298,0
bisecting,7123,1,2298,0
determinations,7123,1,2298,0
bisection,7123,1,2298,0
breed,7123,1,2298,0
bms,7123,1,2298,0
bitwidth,7123,1,2298,0
bivium,7123,1,2298,0
breve,7123,1,2298,0
bishnupriya,7123,1,2298,0
bishop,7123,1,2298,0
determ,7123,1,2298,0
det,7123,1,2297,1
blast,7123,1,2298,0
detach,7123,1,2298,0
delta_2,7123,1,2298,0
delta_i,7123,1,2298,0
bisimulations,7123,1,2298,0
bite,7123,1,2298,0
bitext,7123,1,2294,4
demande,7123,1,2298,0
bitexts,7123,1,2298,0
breakout,7123,1,2297,1
determinant,7123,1,2293,5
delugenet,7123,1,2298,0
bitsim,7123,1,2298,0
delugenets,7123,1,2298,0
determi,7123,1,2298,0
bittorrent,7123,1,2298,0
breakid,7123,1,2298,0
delta_,7123,1,2298,0
bra,7123,1,2298,0
breach,7123,1,2298,0
brave,7123,1,2297,1
bkt,7123,1,2298,0
bl,7123,1,2298,0
blackboard,7123,1,2298,0
blackbody,7123,1,2298,0
blackbox,7123,1,2298,0
delves,7123,1,2298,0
detective,7123,1,2298,0
biosignal,7123,1,2298,0
bmss,7123,1,2298,0
bn20,7123,1,2298,0
dependable,7123,1,2298,0
dependant,7123,1,2298,0
bouveret,7123,1,2298,0
dependenciesbetween,7123,1,2298,0
borderline,7123,1,2297,1
bovary,7123,1,2298,0
bops,7123,1,2298,0
bkbs,7123,1,2298,0
blackmail,7123,1,2298,0
bk,7123,1,2298,0
breakage,7123,1,2298,0
detachment,7123,1,2298,0
detaching,7123,1,2298,0
dem,7123,1,2298,0
brats,7123,1,2298,0
detached,7123,1,2298,0
brands,7123,1,2298,0
demarcated,7123,1,2298,0
demarcating,7123,1,2298,0
blackwellised,7123,1,2298,0
blasio,7123,1,2298,0
brandy,7123,1,2298,0
breaker,7123,1,2298,0
blackouts,7123,1,2298,0
blacklivesmatter,7123,1,2298,0
biword,7123,1,2298,0
biwords,7123,1,2298,0
bizarre,7123,1,2298,0
breakdown,7123,1,2296,2
detachable,7123,1,2298,0
distorting,7123,1,2297,1
desensitization,7123,1,2298,0
desertification,7123,1,2298,0
brainy,7123,1,2298,0
demodulators,7123,1,2298,0
blocker,7123,1,2298,0
desiredb,7123,1,2298,0
brake,7123,1,2298,0
democratize,7123,1,2298,0
blockchain,7123,1,2298,0
blockage,7123,1,2298,0
brams,7123,1,2298,0
deskew,7123,1,2298,0
branchand,7123,1,2298,0
blizzard,7123,1,2297,1
branched,7123,1,2298,0
blatantly,7123,1,2298,0
ble,7123,1,2297,1
branchynet,7123,1,2298,0
demarcations,7123,1,2298,0
blockers,7123,1,2298,0
demoed,7123,1,2298,0
bloggers,7123,1,2298,0
brainplay,7123,1,2298,0
axiomatical,7123,1,2298,0
axiomatisation,7123,1,2298,0
axiomatisations,7123,1,2298,0
distributable,7123,1,2298,0
axiomatizable,7123,1,2298,0
distribu,7123,1,2298,0
caltech101,7123,1,2297,1
distressingly,7123,1,2298,0
dementiabank,7123,1,2297,1
axiomatizationof,7123,1,2298,0
distraction,7123,1,2298,0
camps,7123,1,2298,0
camp,7123,1,2298,0
deadlines,7123,1,2298,0
distractors,7123,1,2296,2
deepiot,7123,1,2298,0
deepkey,7123,1,2298,0
directdemocracyp2p,7123,1,2298,0
distractor,7123,1,2298,0
desensitized,7123,1,2298,0
bleak,7123,1,2298,0
demerits,7123,1,2298,0
bmi,7123,1,2298,0
bmnns,7123,1,2298,0
demote,7123,1,2298,0
destruction,7123,1,2298,0
deselecting,7123,1,2298,0
blur,7123,1,2298,0
blooms,7123,1,2298,0
blossom,7123,1,2297,1
designates,7123,1,2298,0
blowing,7123,1,2298,0
blowup,7123,1,2298,0
blp,7123,1,2298,0
deselection,7123,1,2298,0
blu,7123,1,2298,0
bluff,7123,1,2297,1
br,7123,1,2298,0
blumer,7123,1,2298,0
bmdps,7123,1,2298,0
bmdp,7123,1,2298,0
bql,7123,1,2298,0
descrip,7123,1,2298,0
bliss,7123,1,2298,0
democratic,7123,1,2298,0
desktops,7123,1,2298,0
democratization,7123,1,2298,0
blitzer,7123,1,2298,0
deskewed,7123,1,2298,0
democracy,7123,1,2298,0
braess,7123,1,2298,0
brahmi,7123,1,2298,0
bradykinesia,7123,1,2298,0
demonstrator,7123,1,2297,1
bqp,7123,1,2298,0
demonstrators,7123,1,2298,0
demontrates,7123,1,2298,0
bm,7123,1,2295,3
bma,7123,1,2298,0
demonstratively,7123,1,2298,0
bmass,7123,1,2298,0
blooming,7123,1,2298,0
bovik,7123,1,2298,0
capping,7123,1,2298,0
documenting,7123,1,2297,1
beamformer,7123,1,2298,0
beach,7123,1,2298,0
bdnns,7123,1,2297,1
bdn,7123,1,2298,0
disallow,7123,1,2297,1
bdl,7123,1,2298,0
disallows,7123,1,2298,0
deeded,7123,1,2298,0
bdeu,7123,1,2298,0
disambiguater,7123,1,2298,0
bump,7123,1,2298,0
disambiguates,7123,1,2297,1
deductions,7123,1,2298,0
bunch,7123,1,2298,0
bcnns,7123,1,2298,0
dedicate,7123,1,2298,0
bureau,7123,1,2298,0
beamformers,7123,1,2298,0
disaggregating,7123,1,2298,0
disaggregate,7123,1,2298,0
byiterating,7123,1,2298,0
bambara,7123,1,2298,0
balapinc,7123,1,2298,0
balconies,7123,1,2298,0
balke,7123,1,2298,0
caenorhabditis,7123,1,2298,0
dismissing,7123,1,2298,0
ballpoint,7123,1,2298,0
disks,7123,1,2298,0
disassembled,7123,1,2298,0
dismatching,7123,1,2298,0
dislikes,7123,1,2297,1
balsubramani13,7123,1,2298,0
disliked,7123,1,2298,0
cae,7123,1,2297,1
dislike,7123,1,2298,0
dismantled,7123,1,2298,0
disposition,7123,1,2298,0
basala,7123,1,2298,0
dechter96,7123,1,2298,0
bamman,7123,1,2298,0
burdened,7123,1,2298,0
disadvantaged,7123,1,2297,1
deepfool,7123,1,2298,0
directing,7123,1,2298,0
belbin,7123,1,2298,0
behaviorally,7123,1,2298,0
bcla,7123,1,2298,0
bef,7123,1,2298,0
beeradvocate,7123,1,2298,0
bulletins,7123,1,2298,0
deepconn,7123,1,2298,0
becomputed,7123,1,2298,0
deepdis,7123,1,2298,0
deepen,7123,1,2298,0
dirs,7123,1,2298,0
beetz,7123,1,2298,0
beddings,7123,1,2298,0
bedrock,7123,1,2298,0
bulky,7123,1,2298,0
beijing,7123,1,2297,1
behavlets,7123,1,2298,0
behaviourally,7123,1,2298,0
deepest,7123,1,2298,0
bcubed,7123,1,2298,0
bundling,7123,1,2298,0
bddjlu,7123,1,2298,0
deducible,7123,1,2298,0
deducted,7123,1,2298,0
disappearance,7123,1,2298,0
disappear,7123,1,2298,0
deduces,7123,1,2298,0
burda,7123,1,2297,1
bearable,7123,1,2298,0
beauty,7123,1,2298,0
befor,7123,1,2298,0
directlingam,7123,1,2298,0
began,7123,1,2298,0
beginners,7123,1,2298,0
builders,7123,1,2298,0
buhrman,7123,1,2298,0
buildup,7123,1,2298,0
bulls,7123,1,2298,0
bedrooms,7123,1,2297,1
balancedness,7123,1,2298,0
cabs,7123,1,2298,0
barney,7123,1,2298,0
barometric,7123,1,2298,0
baroni,7123,1,2298,0
declarativity,7123,1,2298,0
c3a,7123,1,2298,0
c3,7123,1,2298,0
barring,7123,1,2298,0
c3d,7123,1,2298,0
disinformation,7123,1,2298,0
disinhibition,7123,1,2298,0
disintegration,7123,1,2298,0
dispense,7123,1,2298,0
dispelling,7123,1,2298,0
dispel,7123,1,2298,0
bahavior,7123,1,2298,0
caffe2,7123,1,2298,0
bahn,7123,1,2298,0
barston,7123,1,2298,0
declaratively,7123,1,2298,0
c99,7123,1,2298,0
barnes,7123,1,2298,0
barwise,7123,1,2298,0
discriminable,7123,1,2298,0
barycenter,7123,1,2298,0
byzantine,7123,1,2298,0
barycentric,7123,1,2298,0
declaring,7123,1,2298,0
discretizes,7123,1,2298,0
barzilai,7123,1,2297,1
dispensers,7123,1,2298,0
discretize,7123,1,2297,1
basal,7123,1,2298,0
discrimi,7123,1,2298,0
dishwashers,7123,1,2298,0
c1,7123,1,2298,0
bars,7123,1,2298,0
barely,7123,1,2298,0
c_1,7123,1,2298,0
bark,7123,1,2298,0
declining,7123,1,2298,0
cached,7123,1,2297,1
dispatching,7123,1,2298,0
cafe,7123,1,2298,0
badges,7123,1,2298,0
bymarginalisation,7123,1,2298,0
disparities,7123,1,2298,0
deceptively,7123,1,2298,0
disjuncts,7123,1,2298,0
bandlimit,7123,1,2298,0
bandlimited,7123,1,2296,2
bandlimitedness,7123,1,2298,0
cacs,7123,1,2298,0
bandpass,7123,1,2298,0
cadet,7123,1,2298,0
bangladesh,7123,1,2298,0
disjointness,7123,1,2298,0
disjointly,7123,1,2298,0
disjointed,7123,1,2298,0
banglalekha,7123,1,2298,0
decider,7123,1,2298,0
badrex,7123,1,2298,0
displacer,7123,1,2298,0
displaces,7123,1,2298,0
badnets,7123,1,2298,0
dispatches,7123,1,2298,0
decentralize,7123,1,2298,0
caf,7123,1,2298,0
deception,7123,1,2297,1
decennium,7123,1,2298,0
baird,7123,1,2297,1
dispersed,7123,1,2298,0
bagnell,7123,1,2297,1
bai,7123,1,2298,0
disposed,7123,1,2298,0
deceased,7123,1,2298,0
bacteriological,7123,1,2298,0
bacterium,7123,1,2298,0
bada,7123,1,2298,0
deceleration,7123,1,2298,0
badanidiyuru,7123,1,2297,1
badly,7123,1,2297,1
badnet,7123,1,2298,0
decc,7123,1,2298,0
auer,7123,1,2297,1
bedside,7123,1,2298,0
beer,7123,1,2298,0
autonomically,7123,1,2298,0
diversion,7123,1,2298,0
autopsy,7123,1,2298,0
dct,7123,1,2298,0
avatar,7123,1,2298,0
canmimica,7123,1,2298,0
diveregence,7123,1,2298,0
dive,7123,1,2298,0
diva,7123,1,2298,0
dcsp,7123,1,2298,0
diuretics,7123,1,2298,0
dittmer,7123,1,2298,0
dcwrnn,7123,1,2298,0
dita,7123,1,2298,0
polar,7123,1,2298,0
candies,7123,1,2298,0
candidacy,7123,1,2298,0
divshapelm,7123,1,2298,0
automakers,7123,1,2298,0
autogenerating,7123,1,2298,0
autoender,7123,1,2298,0
dcm,7123,1,2298,0
dclm,7123,1,2298,0
automatable,7123,1,2298,0
divine,7123,1,2298,0
dcisomap,7123,1,2298,0
divisibility,7123,1,2298,0
dci,7123,1,2297,1
autocorrelated,7123,1,2298,0
dcutlu,7123,1,2298,0
capacitor,7123,1,2298,0
divtopkshapelets,7123,1,2298,0
autodidactic,7123,1,2298,0
autodock,7123,1,2298,0
autonomic,7123,1,2298,0
capacit,7123,1,2298,0
divnet,7123,1,2298,0
divisor,7123,1,2298,0
divisive,7123,1,2298,0
autocorrelations,7123,1,2298,0
dcmdps,7123,1,2298,0
dizzying,7123,1,2298,0
canon,7123,1,2298,0
doas,7123,1,2298,0
dnt,7123,1,2298,0
docking,7123,1,2298,0
capon,7123,1,2298,0
dns,7123,1,2298,0
dnr,7123,1,2298,0
capitalizing,7123,1,2297,1
aurora,7123,1,2298,0
dnnand,7123,1,2298,0
aurora2,7123,1,2298,0
dbmstclu,7123,1,2298,0
capitalizes,7123,1,2297,1
docks,7123,1,2298,0
docs,7123,1,2298,0
dbcl,7123,1,2298,0
capri,7123,1,2298,0
audits,7123,1,2298,0
auomatically,7123,1,2298,0
doc,7123,1,2298,0
docked,7123,1,2298,0
docker,7123,1,2298,0
autoregression,7123,1,2298,0
autosummeng,7123,1,2298,0
cap,7123,1,2298,0
autre,7123,1,2298,0
canvas,7123,1,2297,1
diverging,7123,1,2296,2
avail,7123,1,2298,0
dcr,7123,1,2298,0
diverged,7123,1,2298,0
cantor,7123,1,2298,0
dcs,7123,1,2297,1
cantonese,7123,1,2298,0
avaialbe,7123,1,2298,0
canonically,7123,1,2298,0
aux,7123,1,2298,0
autocorrections,7123,1,2298,0
dj,7123,1,2298,0
autoconvolutional,7123,1,2298,0
dcrc,7123,1,2298,0
beencompared,7123,1,2298,0
automatism,7123,1,2298,0
capably,7123,1,2298,0
discretely,7123,1,2298,0
baseball,7123,1,2298,0
basedapproaches,7123,1,2298,0
basedspatiotemporal,7123,1,2298,0
basicskills,7123,1,2298,0
basilisk,7123,1,2298,0
discours,7123,1,2298,0
bwes,7123,1,2298,0
bvp,7123,1,2298,0
basket,7123,1,2297,1
basketball,7123,1,2297,1
basmin,7123,1,2298,0
bvlc,7123,1,2298,0
bassily,7123,1,2298,0
bwe,7123,1,2298,0
discretisations,7123,1,2298,0
disclosing,7123,1,2298,0
discoverable,7123,1,2297,1
bateni,7123,1,2298,0
busy,7123,1,2298,0
battlespace,7123,1,2298,0
bedep,7123,1,2298,0
bck,7123,1,2298,0
bce,7123,1,2298,0
bcd,7123,1,2298,0
decommitment,7123,1,2298,0
discourage,7123,1,2298,0
discounts,7123,1,2297,1
batteryless,7123,1,2298,0
busplus,7123,1,2298,0
butterfly,7123,1,2298,0
batlett,7123,1,2298,0
butko,7123,1,2298,0
baud,7123,1,2298,0
butinstead,7123,1,2298,0
discontinuities,7123,1,2297,1
disconnecting,7123,1,2298,0
disconnect,7123,1,2297,1
disco,7123,1,2297,1
battlecity,7123,1,2298,0
automatization,7123,1,2298,0
burst,7123,1,2297,1
bbas,7123,1,2298,0
decorrelating,7123,1,2298,0
disciple,7123,1,2298,0
bursty,7123,1,2297,1
bayesopt,7123,1,2298,0
discharged,7123,1,2298,0
bayesseg,7123,1,2298,0
decpomdps,7123,1,2298,0
bayesiannetworks,7123,1,2298,0
directedness,7123,1,2298,0
dispositions,7123,1,2298,0
disproportionately,7123,1,2298,0
diversions,7123,1,2298,0
automatons,7123,1,2298,0
capables,7123,1,2298,0
diversities,7123,1,2298,0
automatized,7123,1,2298,0
divert,7123,1,2298,0
bazinga,7123,1,2298,0
bushfire,7123,1,2298,0
decongestion,7123,1,2298,0
bayesdb,7123,1,2298,0
burrows,7123,1,2298,0
bbo,7123,1,2298,0
burrow,7123,1,2298,0
discernable,7123,1,2298,0
burnt,7123,1,2298,0
bbqp,7123,1,2298,0
decrspi,7123,1,2298,0
decryption,7123,1,2298,0
bb3,7123,1,2298,0
burn,7123,1,2296,2
buried,7123,1,2297,1
decremental,7123,1,2298,0
baum,7123,1,2298,0
discerned,7123,1,2298,0
burstiness,7123,1,2298,0
bay,7123,1,2298,0
businessprocesses,7123,1,2298,0
decompression,7123,1,2298,0
