feature,count0@False,count1@False,count0@True,count1@True,ratio10False,ratio1TF
responsive,7118,6,2297,1,0.0008429334082607474,0.16666666666666666
interview,7118,6,2297,1,0.0008429334082607474,0.16666666666666666
artists,7118,6,2297,1,0.0008429334082607474,0.16666666666666666
judgement,7118,6,2297,1,0.0008429334082607474,0.16666666666666666
auditory,7112,12,2296,2,0.001687289088863892,0.16666666666666666
methodology,6968,156,2272,26,0.022388059701492536,0.16666666666666666
distinguishes,7112,12,2296,2,0.001687289088863892,0.16666666666666666
identifies,7076,48,2290,8,0.006783493499152063,0.16666666666666666
hamming,7112,12,2296,2,0.001687289088863892,0.16666666666666666
ranked,7082,42,2291,7,0.005930528099406947,0.16666666666666666
19,7094,30,2293,5,0.00422892585283338,0.16666666666666666
v2,7118,6,2297,1,0.0008429334082607474,0.16666666666666666
algebraic,7094,30,2293,5,0.00422892585283338,0.16666666666666666
heterogeneity,7112,12,2296,2,0.001687289088863892,0.16666666666666666
syllable,7112,12,2296,2,0.001687289088863892,0.16666666666666666
99,7094,30,2293,5,0.00422892585283338,0.16666666666666666
expertise,7094,30,2293,5,0.00422892585283338,0.16666666666666666
versus,7094,30,2293,5,0.00422892585283338,0.16666666666666666
obviously,7112,12,2296,2,0.001687289088863892,0.16666666666666666
unavailable,7112,12,2296,2,0.001687289088863892,0.16666666666666666
delay,7094,30,2293,5,0.00422892585283338,0.16666666666666666
assessing,7094,30,2293,5,0.00422892585283338,0.16666666666666666
merge,7112,12,2296,2,0.001687289088863892,0.16666666666666666
custom,7112,12,2296,2,0.001687289088863892,0.16666666666666666
mechanical,7094,30,2293,5,0.00422892585283338,0.16666666666666666
defensive,7118,6,2297,1,0.0008429334082607474,0.16666666666666666
submissions,7118,6,2297,1,0.0008429334082607474,0.16666666666666666
organize,7112,12,2296,2,0.001687289088863892,0.16666666666666666
consumption,7076,48,2290,8,0.006783493499152063,0.16666666666666666
attract,7118,6,2297,1,0.0008429334082607474,0.16666666666666666
modifier,7118,6,2297,1,0.0008429334082607474,0.16666666666666666
attentions,7112,12,2296,2,0.001687289088863892,0.16666666666666666
convnet,7112,12,2296,2,0.001687289088863892,0.16666666666666666
straightforwardly,7112,12,2296,2,0.001687289088863892,0.16666666666666666
everywhere,7118,6,2297,1,0.0008429334082607474,0.16666666666666666
happy,7118,6,2297,1,0.0008429334082607474,0.16666666666666666
contest,7118,6,2297,1,0.0008429334082607474,0.16666666666666666
boosted,7112,12,2296,2,0.001687289088863892,0.16666666666666666
precondition,7118,6,2297,1,0.0008429334082607474,0.16666666666666666
linguists,7118,6,2297,1,0.0008429334082607474,0.16666666666666666
ambiguities,7112,12,2296,2,0.001687289088863892,0.16666666666666666
termination,7112,12,2296,2,0.001687289088863892,0.16666666666666666
posing,7118,6,2297,1,0.0008429334082607474,0.16666666666666666
nine,7106,18,2295,3,0.0025330706445257528,0.16666666666666666
precedence,7118,6,2297,1,0.0008429334082607474,0.16666666666666666
attached,7112,12,2296,2,0.001687289088863892,0.16666666666666666
clutter,7118,6,2297,1,0.0008429334082607474,0.16666666666666666
consonant,7118,6,2297,1,0.0008429334082607474,0.16666666666666666
valuations,7118,6,2297,1,0.0008429334082607474,0.16666666666666666
satisfiable,7118,6,2297,1,0.0008429334082607474,0.16666666666666666
specialised,7112,12,2296,2,0.001687289088863892,0.16666666666666666
laborious,7118,6,2297,1,0.0008429334082607474,0.16666666666666666
suggested,7070,54,2289,9,0.007637906647807638,0.16666666666666666
rhythm,7118,6,2297,1,0.0008429334082607474,0.16666666666666666
america,7118,6,2297,1,0.0008429334082607474,0.16666666666666666
consideration,7070,54,2289,9,0.007637906647807638,0.16666666666666666
mkl,7118,6,2297,1,0.0008429334082607474,0.16666666666666666
dog,7118,6,2297,1,0.0008429334082607474,0.16666666666666666
sr,7118,6,2297,1,0.0008429334082607474,0.16666666666666666
standardization,7118,6,2297,1,0.0008429334082607474,0.16666666666666666
27,7112,12,2296,2,0.001687289088863892,0.16666666666666666
kinematics,7118,6,2297,1,0.0008429334082607474,0.16666666666666666
self,6979,145,2274,24,0.02077661556096862,0.16551724137931034
reported,7015,109,2280,18,0.015538132573057733,0.1651376146788991
increasing,6906,218,2262,36,0.031566753547639735,0.1651376146788991
tests,7027,97,2282,16,0.01380389924576633,0.16494845360824742
considerable,7051,73,2286,12,0.010353141398383208,0.1643835616438356
place,7057,67,2287,11,0.009494119314156156,0.16417910447761194
clinical,7057,67,2287,11,0.009494119314156156,0.16417910447761194
boolean,7057,67,2287,11,0.009494119314156156,0.16417910447761194
requirements,7008,116,2279,19,0.016552511415525113,0.16379310344827586
patient,7069,55,2289,9,0.007780449851464139,0.16363636363636364
earlier,7069,55,2289,9,0.007780449851464139,0.16363636363636364
extracted,6965,159,2272,26,0.022828427853553483,0.16352201257861634
should,6879,245,2258,40,0.03561564180840238,0.16326530612244897
euclidean,7075,49,2290,8,0.006925795053003533,0.16326530612244897
threshold,7075,49,2290,8,0.006925795053003533,0.16326530612244897
media,6989,135,2276,22,0.019316068107025325,0.16296296296296298
deployment,7081,43,2291,7,0.006072588617426917,0.16279069767441862
decide,7081,43,2291,7,0.006072588617426917,0.16279069767441862
environment,6847,277,2253,45,0.04045567401781802,0.1624548736462094
effort,7007,117,2279,19,0.016697588126159554,0.1623931623931624
freely,7087,37,2292,6,0.005220826866092846,0.16216216216216217
polarity,7087,37,2292,6,0.005220826866092846,0.16216216216216217
purpose,6945,179,2269,29,0.025773938084953204,0.16201117318435754
twitter,7019,105,2281,17,0.014959395925345492,0.1619047619047619
creating,7056,68,2287,11,0.00963718820861678,0.16176470588235295
go,7056,68,2287,11,0.00963718820861678,0.16176470588235295
modality,7093,31,2293,5,0.0043705061328069925,0.16129032258064516
strategic,7093,31,2293,5,0.0043705061328069925,0.16129032258064516
interpretations,7093,31,2293,5,0.0043705061328069925,0.16129032258064516
faced,7093,31,2293,5,0.0043705061328069925,0.16129032258064516
know,7062,62,2288,10,0.008779382611158312,0.16129032258064516
list,7031,93,2283,15,0.013227136964869862,0.16129032258064516
varying,7037,87,2284,14,0.012363222964331391,0.16091954022988506
formalism,7068,56,2289,9,0.00792303338992643,0.16071428571428573
computer,6781,343,2243,55,0.05058250995428403,0.16034985422740525
centric,7099,25,2294,4,0.003521622763769545,0.16
emergence,7099,25,2294,4,0.003521622763769545,0.16
outside,7099,25,2294,4,0.003521622763769545,0.16
problematic,7099,25,2294,4,0.003521622763769545,0.16
motor,7099,25,2294,4,0.003521622763769545,0.16
attracted,7074,50,2290,8,0.007068136839129205,0.16
formally,7074,50,2290,8,0.007068136839129205,0.16
regard,7099,25,2294,4,0.003521622763769545,0.16
before,6986,138,2276,22,0.01975379330088749,0.15942028985507245
extended,6942,182,2269,29,0.026217228464419477,0.15934065934065933
interactive,7036,88,2284,14,0.012507106310403639,0.1590909090909091
purposes,7080,44,2291,7,0.0062146892655367235,0.1590909090909091
transitions,7080,44,2291,7,0.0062146892655367235,0.1590909090909091
operation,7036,88,2284,14,0.012507106310403639,0.1590909090909091
notions,7061,63,2288,10,0.008922248973233253,0.15873015873015872
proved,7042,82,2285,13,0.011644419199091167,0.15853658536585366
influence,6985,139,2276,22,0.019899785254115964,0.15827338129496402
thousand,7105,19,2295,3,0.0026741731175228714,0.15789473684210525
clustered,7105,19,2295,3,0.0026741731175228714,0.15789473684210525
belonging,7105,19,2295,3,0.0026741731175228714,0.15789473684210525
metadata,7105,19,2295,3,0.0026741731175228714,0.15789473684210525
board,7105,19,2295,3,0.0026741731175228714,0.15789473684210525
consumer,7105,19,2295,3,0.0026741731175228714,0.15789473684210525
leaves,7105,19,2295,3,0.0026741731175228714,0.15789473684210525
predefined,7086,38,2292,6,0.005362686988427886,0.15789473684210525
places,7105,19,2295,3,0.0026741731175228714,0.15789473684210525
instructions,7105,19,2295,3,0.0026741731175228714,0.15789473684210525
reporting,7105,19,2295,3,0.0026741731175228714,0.15789473684210525
successive,7105,19,2295,3,0.0026741731175228714,0.15789473684210525
viability,7105,19,2295,3,0.0026741731175228714,0.15789473684210525
motion,7048,76,2286,12,0.010783200908059024,0.15789473684210525
discussion,7048,76,2286,12,0.010783200908059024,0.15789473684210525
conclude,7048,76,2286,12,0.010783200908059024,0.15789473684210525
monotonic,7086,38,2292,6,0.005362686988427886,0.15789473684210525
account,6946,178,2270,28,0.02562625971782321,0.15730337078651685
becoming,7073,51,2290,8,0.007210518874593524,0.1568627450980392
simplified,7073,51,2290,8,0.007210518874593524,0.1568627450980392
relevance,7041,83,2285,13,0.011788098281494106,0.1566265060240964
involved,7041,83,2285,13,0.011788098281494106,0.1566265060240964
visually,7092,32,2293,5,0.0045121263395375075,0.15625
dedicated,7092,32,2293,5,0.0045121263395375075,0.15625
handled,7092,32,2293,5,0.0045121263395375075,0.15625
rational,7079,45,2291,7,0.0063568300607430425,0.15555555555555556
causes,7079,45,2291,7,0.0063568300607430425,0.15555555555555556
basic,6898,226,2263,35,0.03276311974485358,0.15486725663716813
attempt,7027,97,2283,15,0.01380389924576633,0.15463917525773196
build,6878,246,2260,38,0.0357662111078802,0.15447154471544716
community,6962,162,2273,25,0.023269175524274634,0.15432098765432098
considered,6819,305,2251,47,0.044727965977416045,0.1540983606557377
calculating,7098,26,2294,4,0.003663003663003663,0.15384615384615385
periods,7111,13,2296,2,0.0018281535648994515,0.15384615384615385
mfcc,7111,13,2296,2,0.0018281535648994515,0.15384615384615385
physically,7111,13,2296,2,0.0018281535648994515,0.15384615384615385
54,7111,13,2296,2,0.0018281535648994515,0.15384615384615385
laws,7111,13,2296,2,0.0018281535648994515,0.15384615384615385
conflicts,7111,13,2296,2,0.0018281535648994515,0.15384615384615385
publish,7111,13,2296,2,0.0018281535648994515,0.15384615384615385
quantum,7111,13,2296,2,0.0018281535648994515,0.15384615384615385
facilitating,7111,13,2296,2,0.0018281535648994515,0.15384615384615385
deals,7072,52,2290,8,0.007352941176470588,0.15384615384615385
41,7111,13,2296,2,0.0018281535648994515,0.15384615384615385
slight,7111,13,2296,2,0.0018281535648994515,0.15384615384615385
elimination,7085,39,2292,6,0.005504587155963303,0.15384615384615385
texture,7111,13,2296,2,0.0018281535648994515,0.15384615384615385
violation,7111,13,2296,2,0.0018281535648994515,0.15384615384615385
logical,6994,130,2278,20,0.01858736059479554,0.15384615384615385
engagement,7111,13,2296,2,0.0018281535648994515,0.15384615384615385
branches,7111,13,2296,2,0.0018281535648994515,0.15384615384615385
origin,7111,13,2296,2,0.0018281535648994515,0.15384615384615385
handwritten,7085,39,2292,6,0.005504587155963303,0.15384615384615385
experienced,7111,13,2296,2,0.0018281535648994515,0.15384615384615385
pruned,7111,13,2296,2,0.0018281535648994515,0.15384615384615385
initialized,7111,13,2296,2,0.0018281535648994515,0.15384615384615385
ibm,7111,13,2296,2,0.0018281535648994515,0.15384615384615385
manipulated,7111,13,2296,2,0.0018281535648994515,0.15384615384615385
attacker,7111,13,2296,2,0.0018281535648994515,0.15384615384615385
decentralized,7098,26,2294,4,0.003663003663003663,0.15384615384615385
looks,7111,13,2296,2,0.0018281535648994515,0.15384615384615385
actors,7111,13,2296,2,0.0018281535648994515,0.15384615384615385
labor,7111,13,2296,2,0.0018281535648994515,0.15384615384615385
ours,7111,13,2296,2,0.0018281535648994515,0.15384615384615385
session,7111,13,2296,2,0.0018281535648994515,0.15384615384615385
salesman,7111,13,2296,2,0.0018281535648994515,0.15384615384615385
79,7111,13,2296,2,0.0018281535648994515,0.15384615384615385
escape,7111,13,2296,2,0.0018281535648994515,0.15384615384615385
portion,7098,26,2294,4,0.003663003663003663,0.15384615384615385
sites,7098,26,2294,4,0.003663003663003663,0.15384615384615385
attained,7111,13,2296,2,0.0018281535648994515,0.15384615384615385
spatiotemporal,7111,13,2296,2,0.0018281535648994515,0.15384615384615385
food,7111,13,2296,2,0.0018281535648994515,0.15384615384615385
cultural,7111,13,2296,2,0.0018281535648994515,0.15384615384615385
enhance,7033,91,2284,14,0.012939001848428836,0.15384615384615385
classifying,7052,72,2287,11,0.01020986954055587,0.1527777777777778
rules,6835,289,2254,44,0.04228237015362107,0.1522491349480969
former,7078,46,2291,7,0.0064990110200621645,0.15217391304347827
bring,7078,46,2291,7,0.0064990110200621645,0.15217391304347827
users,6769,355,2244,54,0.052444969714876645,0.15211267605633802
sources,6966,158,2274,24,0.02268159632500718,0.1518987341772152
describing,7058,66,2288,10,0.009351090960612072,0.15151515151515152
customer,7091,33,2293,5,0.0046537864899167955,0.15151515151515152
split,7091,33,2293,5,0.0046537864899167955,0.15151515151515152
continuously,7091,33,2293,5,0.0046537864899167955,0.15151515151515152
serious,7091,33,2293,5,0.0046537864899167955,0.15151515151515152
targeted,7091,33,2293,5,0.0046537864899167955,0.15151515151515152
neutral,7091,33,2293,5,0.0046537864899167955,0.15151515151515152
encodings,7091,33,2293,5,0.0046537864899167955,0.15151515151515152
namely,6939,185,2270,28,0.02666090214728347,0.15135135135135136
automatic,6787,337,2247,51,0.04965374981582437,0.1513353115727003
capability,7038,86,2285,13,0.012219380505825519,0.1511627906976744
representing,6952,172,2272,26,0.02474108170310702,0.1511627906976744
grid,7071,53,2290,8,0.007495403761844152,0.1509433962264151
equivalence,7071,53,2290,8,0.007495403761844152,0.1509433962264151
captured,7051,73,2287,11,0.010353141398383208,0.1506849315068493
understand,6958,166,2273,25,0.023857430296062087,0.15060240963855423
membership,7084,40,2292,6,0.00564652738565782,0.15
ahead,7104,20,2295,3,0.002815315315315315,0.15
safety,7064,60,2289,9,0.008493771234428085,0.15
22,7104,20,2295,3,0.002815315315315315,0.15
tagger,7104,20,2295,3,0.002815315315315315,0.15
risks,7104,20,2295,3,0.002815315315315315,0.15
uci,7104,20,2295,3,0.002815315315315315,0.15
disjunctive,7104,20,2295,3,0.002815315315315315,0.15
educational,7104,20,2295,3,0.002815315315315315,0.15
expanding,7104,20,2295,3,0.002815315315315315,0.15
saving,7104,20,2295,3,0.002815315315315315,0.15
transforming,7104,20,2295,3,0.002815315315315315,0.15
unprecedented,7104,20,2295,3,0.002815315315315315,0.15
dissimilarity,7104,20,2295,3,0.002815315315315315,0.15
progressive,7104,20,2295,3,0.002815315315315315,0.15
will,6663,461,2229,69,0.06918805342938616,0.14967462039045554
creation,7077,47,2291,7,0.006641232160519994,0.14893617021276595
identified,7030,94,2284,14,0.01337126600284495,0.14893617021276595
moving,7077,47,2291,7,0.006641232160519994,0.14893617021276595
speech,6741,383,2241,57,0.05681649606883252,0.14882506527415143
heterogeneous,7023,101,2283,15,0.014381318524846932,0.1485148514851485
gather,7097,27,2294,4,0.003804424404678033,0.14814814814814814
facebook,7097,27,2294,4,0.003804424404678033,0.14814814814814814
nouns,7097,27,2294,4,0.003804424404678033,0.14814814814814814
spam,7097,27,2294,4,0.003804424404678033,0.14814814814814814
nash,7097,27,2294,4,0.003804424404678033,0.14814814814814814
days,7097,27,2294,4,0.003804424404678033,0.14814814814814814
balanced,7097,27,2294,4,0.003804424404678033,0.14814814814814814
simulation,6955,169,2273,25,0.024299065420560748,0.14792899408284024
activity,7036,88,2285,13,0.012507106310403639,0.14772727272727273
heuristic,6975,149,2276,22,0.02136200716845878,0.1476510067114094
correctly,7063,61,2289,9,0.008636556703950162,0.14754098360655737
computers,7090,34,2293,5,0.004795486600846262,0.14705882352941177
friendly,7090,34,2293,5,0.004795486600846262,0.14705882352941177
music,7056,68,2288,10,0.00963718820861678,0.14705882352941177
linguistics,7090,34,2293,5,0.004795486600846262,0.14705882352941177
prevent,7090,34,2293,5,0.004795486600846262,0.14705882352941177
particle,7090,34,2293,5,0.004795486600846262,0.14705882352941177
evolution,7042,82,2286,12,0.011644419199091167,0.14634146341463414
intended,7083,41,2292,6,0.00578850769447974,0.14634146341463414
integration,7028,96,2284,14,0.013659647125782584,0.14583333333333334
day,7076,48,2291,7,0.006783493499152063,0.14583333333333334
40,7076,48,2291,7,0.006783493499152063,0.14583333333333334
categorization,7076,48,2291,7,0.006783493499152063,0.14583333333333334
background,7028,96,2284,14,0.013659647125782584,0.14583333333333334
examine,7021,103,2283,15,0.014670274889616863,0.14563106796116504
body,7069,55,2290,8,0.007780449851464139,0.14545454545454545
frequency,7007,117,2281,17,0.016697588126159554,0.1452991452991453
situations,7007,117,2281,17,0.016697588126159554,0.1452991452991453
numerous,7041,83,2286,12,0.011788098281494106,0.14457831325301204
capabilities,7020,104,2283,15,0.014814814814814815,0.14423076923076922
corrections,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
grading,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
rationale,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
er,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
programmers,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
synthetically,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
additions,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
noted,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
predictability,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
collaborate,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
definition,7012,112,2282,16,0.015972618368511125,0.14285714285714285
undesired,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
unwanted,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
working,7075,49,2291,7,0.006925795053003533,0.14285714285714285
google,7075,49,2291,7,0.006925795053003533,0.14285714285714285
translators,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
trigger,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
granularities,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
propagates,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
cognitively,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
saved,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
apis,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
49,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
field,6837,287,2257,41,0.04197747550095071,0.14285714285714285
begins,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
snapshot,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
maximin,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
validates,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
appearing,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
experimenting,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
optimised,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
thirty,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
thin,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
exemplified,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
exercises,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
kind,7019,105,2283,15,0.014959395925345492,0.14285714285714285
polysemous,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
emoticons,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
altogether,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
existent,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
v1,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
industries,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
cup,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
histograms,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
realizing,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
invention,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
realizes,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
novelty,7096,28,2294,4,0.003945885005636978,0.14285714285714285
transaction,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
ais,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
archives,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
overly,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
pathway,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
invariants,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
modifies,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
attitude,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
strips,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
refinements,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
generators,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
wave,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
download,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
filled,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
wall,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
vulnerabilities,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
distortion,7103,21,2295,3,0.0029564972546811206,0.14285714285714285
csp,7103,21,2295,3,0.0029564972546811206,0.14285714285714285
passengers,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
strategically,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
intellectual,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
fresh,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
instruction,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
parallels,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
editors,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
arrival,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
inverted,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
reproducibility,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
arity,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
foreign,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
provision,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
mandarin,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
positioned,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
halpern,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
excessive,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
uni,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
older,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
tracker,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
contradiction,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
primary,7061,63,2289,9,0.008922248973233253,0.14285714285714285
contracts,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
lines,7096,28,2294,4,0.003945885005636978,0.14285714285714285
contingent,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
unexplored,7103,21,2295,3,0.0029564972546811206,0.14285714285714285
antecedents,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
abundant,7103,21,2295,3,0.0029564972546811206,0.14285714285714285
interviews,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
week,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
live,7103,21,2295,3,0.0029564972546811206,0.14285714285714285
movements,7096,28,2294,4,0.003945885005636978,0.14285714285714285
concern,7096,28,2294,4,0.003945885005636978,0.14285714285714285
accommodate,7103,21,2295,3,0.0029564972546811206,0.14285714285714285
phonetic,7096,28,2294,4,0.003945885005636978,0.14285714285714285
weibo,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
gaming,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
browsing,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
dags,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
permitting,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
quantitatively,7089,35,2293,5,0.004937226689236846,0.14285714285714285
dominate,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
confirms,7110,14,2296,2,0.001969057665260197,0.14285714285714285
screen,7110,14,2296,2,0.001969057665260197,0.14285714285714285
ratios,7110,14,2296,2,0.001969057665260197,0.14285714285714285
sea,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
stylistic,7110,14,2296,2,0.001969057665260197,0.14285714285714285
documented,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
navigate,7110,14,2296,2,0.001969057665260197,0.14285714285714285
familiar,7110,14,2296,2,0.001969057665260197,0.14285714285714285
confusion,7110,14,2296,2,0.001969057665260197,0.14285714285714285
inconsistent,7089,35,2293,5,0.004937226689236846,0.14285714285714285
irregular,7110,14,2296,2,0.001969057665260197,0.14285714285714285
revisits,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
campaign,7110,14,2296,2,0.001969057665260197,0.14285714285714285
branching,7110,14,2296,2,0.001969057665260197,0.14285714285714285
comment,7110,14,2296,2,0.001969057665260197,0.14285714285714285
spectra,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
lexicographic,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
revise,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
disorder,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
lateral,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
skeleton,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
division,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
letting,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
spectrogram,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
lite,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
my,7110,14,2296,2,0.001969057665260197,0.14285714285714285
disturbances,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
bible,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
seminal,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
defense,7110,14,2296,2,0.001969057665260197,0.14285714285714285
deploying,7110,14,2296,2,0.001969057665260197,0.14285714285714285
phones,7110,14,2296,2,0.001969057665260197,0.14285714285714285
league,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
spikes,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
indispensable,7110,14,2296,2,0.001969057665260197,0.14285714285714285
closest,7110,14,2296,2,0.001969057665260197,0.14285714285714285
scripts,7110,14,2296,2,0.001969057665260197,0.14285714285714285
lms,7110,14,2296,2,0.001969057665260197,0.14285714285714285
roc,7110,14,2296,2,0.001969057665260197,0.14285714285714285
took,7110,14,2296,2,0.001969057665260197,0.14285714285714285
switchboard,7110,14,2296,2,0.001969057665260197,0.14285714285714285
publication,7110,14,2296,2,0.001969057665260197,0.14285714285714285
deliberately,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
bilateral,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
31,7110,14,2296,2,0.001969057665260197,0.14285714285714285
thought,7089,35,2293,5,0.004937226689236846,0.14285714285714285
virtually,7110,14,2296,2,0.001969057665260197,0.14285714285714285
crisp,7110,14,2296,2,0.001969057665260197,0.14285714285714285
avoided,7110,14,2296,2,0.001969057665260197,0.14285714285714285
bagging,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
audiences,7117,7,2297,1,0.0009835604889700718,0.14285714285714285
datalog,7110,14,2296,2,0.001969057665260197,0.14285714285714285
detection,6715,409,2240,58,0.060908413998510796,0.14180929095354522
engine,7046,78,2287,11,0.01107011070110701,0.14102564102564102
filter,7046,78,2287,11,0.01107011070110701,0.14102564102564102
occur,7053,71,2288,10,0.010066638309939034,0.14084507042253522
added,7060,64,2289,9,0.009065155807365438,0.140625
stages,7067,57,2290,8,0.008065657280316966,0.14035087719298245
specialized,7074,50,2291,7,0.007068136839129205,0.14
growing,7031,93,2285,13,0.013227136964869862,0.13978494623655913
usual,7081,43,2292,6,0.006072588617426917,0.13953488372093023
11,7081,43,2292,6,0.006072588617426917,0.13953488372093023
robots,7045,79,2287,11,0.011213626685592618,0.13924050632911392
behaviour,7045,79,2287,11,0.011213626685592618,0.13924050632911392
engines,7088,36,2293,5,0.005079006772009029,0.1388888888888889
recognize,7059,65,2289,9,0.009208103130755065,0.13846153846153847
intensive,7059,65,2289,9,0.009208103130755065,0.13846153846153847
identification,6972,152,2277,21,0.021801491681009755,0.13815789473684212
pomdp,7095,29,2294,4,0.00408738548273432,0.13793103448275862
